0,SHITOMASI,BRISK,13.0927,12.6109
1,SHITOMASI,BRISK,12.9602,13.1263
2,SHITOMASI,BRISK,11.7504,16.9064
3,SHITOMASI,BRISK,11.592,14.1053
4,SHITOMASI,BRISK,12.4072,13.0717
5,SHITOMASI,BRISK,12.561,13.1915
6,SHITOMASI,BRISK,12.146,13.7929
7,SHITOMASI,BRISK,13.0439,14.1999
8,SHITOMASI,BRISK,10.509,12.2807
9,SHITOMASI,BRISK,14.2273,12.1806
10,SHITOMASI,BRISK,11.2358,11.8889
11,SHITOMASI,BRISK,11.5836,10.174
12,SHITOMASI,BRISK,11.1687,9.4282
13,SHITOMASI,BRISK,11.6549,9.57366
14,SHITOMASI,BRISK,9.11578,8.47058
15,SHITOMASI,BRISK,9.98813,8.89376
16,SHITOMASI,BRISK,10.428,11.1667
17,SHITOMASI,BRISK,8.66822,8.60737
0,SHITOMASI,BRIEF,13.6884,12.6109
1,SHITOMASI,BRIEF,13.9717,13.1263
2,SHITOMASI,BRIEF,11.1948,16.9064
3,SHITOMASI,BRIEF,13.3067,14.1053
4,SHITOMASI,BRIEF,12.7503,13.0717
5,SHITOMASI,BRIEF,12.8498,13.1915
6,SHITOMASI,BRIEF,15.2664,13.7929
7,SHITOMASI,BRIEF,13.26,14.1999
8,SHITOMASI,BRIEF,11.6421,12.2807
9,SHITOMASI,BRIEF,13.0518,12.1806
10,SHITOMASI,BRIEF,11.3528,11.8889
11,SHITOMASI,BRIEF,11.54,10.174
12,SHITOMASI,BRIEF,12.1296,9.4282
13,SHITOMASI,BRIEF,10.1204,9.57366
14,SHITOMASI,BRIEF,12.2294,8.47058
15,SHITOMASI,BRIEF,8.05832,8.89376
16,SHITOMASI,BRIEF,10.3181,11.1667
17,SHITOMASI,BRIEF,8.8636,8.60737
0,SHITOMASI,ORB,13.3176,12.6109
1,SHITOMASI,ORB,10.8113,13.1263
2,SHITOMASI,ORB,12.7502,16.9064
3,SHITOMASI,ORB,12.1046,14.1053
4,SHITOMASI,ORB,12.1368,13.0717
5,SHITOMASI,ORB,13.0423,13.1915
6,SHITOMASI,ORB,11.7604,13.7929
7,SHITOMASI,ORB,11.8822,14.1999
8,SHITOMASI,ORB,11.4293,12.2807
9,SHITOMASI,ORB,13.8326,12.1806
10,SHITOMASI,ORB,11.4547,11.8889
11,SHITOMASI,ORB,11.616,10.174
12,SHITOMASI,ORB,11.7036,9.4282
13,SHITOMASI,ORB,10.8747,9.57366
14,SHITOMASI,ORB,10.266,8.47058
15,SHITOMASI,ORB,9.54359,8.89376
16,SHITOMASI,ORB,11.1376,11.1667
17,SHITOMASI,ORB,8.1129,8.60737
0,SHITOMASI,FREAK,14.2804,12.6109
1,SHITOMASI,FREAK,13.5738,13.1263
2,SHITOMASI,FREAK,10.7163,16.9064
3,SHITOMASI,FREAK,13.0249,14.1053
4,SHITOMASI,FREAK,12.2103,13.0717
5,SHITOMASI,FREAK,13.3379,13.1915
6,SHITOMASI,FREAK,10.6921,13.7929
7,SHITOMASI,FREAK,12.1304,14.1999
8,SHITOMASI,FREAK,11.2759,12.2807
9,SHITOMASI,FREAK,12.313,12.1806
10,SHITOMASI,FREAK,11.204,11.8889
11,SHITOMASI,FREAK,11.322,10.174
12,SHITOMASI,FREAK,12.2398,9.4282
13,SHITOMASI,FREAK,9.18604,9.57366
14,SHITOMASI,FREAK,10.009,8.47058
15,SHITOMASI,FREAK,9.75409,8.89376
16,SHITOMASI,FREAK,9.52928,11.1667
17,SHITOMASI,FREAK,10.6677,8.60737
0,SHITOMASI,SIFT,13.8195,12.6109
1,SHITOMASI,SIFT,11.7723,13.1263
2,SHITOMASI,SIFT,12.0672,16.9064
3,SHITOMASI,SIFT,12.9124,14.1053
4,SHITOMASI,SIFT,11.5656,13.0717
5,SHITOMASI,SIFT,13.4761,13.1915
6,SHITOMASI,SIFT,14.2038,13.7929
7,SHITOMASI,SIFT,13.26,14.1999
8,SHITOMASI,SIFT,12.2294,12.2807
9,SHITOMASI,SIFT,14.1035,12.1806
10,SHITOMASI,SIFT,12.0008,11.8889
11,SHITOMASI,SIFT,11.7976,10.174
12,SHITOMASI,SIFT,11.5554,9.4282
13,SHITOMASI,SIFT,11.3592,9.57366
14,SHITOMASI,SIFT,10.4388,8.47058
15,SHITOMASI,SIFT,9.34846,8.89376
16,SHITOMASI,SIFT,10.4599,11.1667
17,SHITOMASI,SIFT,8.75043,8.607370
1,HARRIS,BRIEF,11.7851,13.1263
2,HARRIS,BRIEF,11.9855,16.9064
3,HARRIS,BRIEF,14.1323,14.1053
4,HARRIS,BRIEF,12.2185,13.0717
5,HARRIS,BRIEF,12.4225,13.1915
6,HARRIS,BRIEF,13.5767,13.7929
7,HARRIS,BRIEF,16.5174,14.1999
8,HARRIS,BRIEF,12.3675,12.2807
9,HARRIS,BRIEF,13.0141,12.1806
10,HARRIS,BRIEF,11.2922,11.8889
11,HARRIS,BRIEF,12.0356,10.174
12,HARRIS,BRIEF,12.2777,9.4282
13,HARRIS,BRIEF,13.2065,9.57366
14,HARRIS,BRIEF,9.9441,8.47058
15,HARRIS,BRIEF,9.68489,8.89376
16,HARRIS,BRIEF,10.2351,11.1667
17,HARRIS,BRIEF,12.9291,8.60737
0,HARRIS,ORB,12.6292,12.6109
1,HARRIS,ORB,11.4551,13.1263
2,HARRIS,ORB,14.8637,16.9064
3,HARRIS,ORB,23.5553,14.1053
4,HARRIS,ORB,12.8337,13.0717
5,HARRIS,ORB,10.3688,13.1915
6,HARRIS,ORB,13.1971,13.7929
7,HARRIS,ORB,18.3461,14.1999
8,HARRIS,ORB,9.20991,12.2807
9,HARRIS,ORB,13.0141,12.1806
10,HARRIS,ORB,11.2922,11.8889
11,HARRIS,ORB,11.2876,10.174
12,HARRIS,ORB,11.3514,9.4282
13,HARRIS,ORB,9.56313,9.57366
14,HARRIS,ORB,9.56053,8.47058
15,HARRIS,ORB,11.0709,8.89376
16,HARRIS,ORB,9.68842,11.1667
17,HARRIS,ORB,13.3826,8.60737
0,HARRIS,FREAK,12.3609,12.6109
1,HARRIS,FREAK,11.3083,13.1263
2,HARRIS,FREAK,20.5083,16.9064
3,HARRIS,FREAK,17.4924,14.1053
4,HARRIS,FREAK,11.2249,13.0717
5,HARRIS,FREAK,12.8518,13.1915
6,HARRIS,FREAK,13.5457,13.7929
7,HARRIS,FREAK,12.9986,14.1999
8,HARRIS,FREAK,9.44014,12.2807
9,HARRIS,FREAK,13.007,12.1806
10,HARRIS,FREAK,12.6239,11.8889
11,HARRIS,FREAK,9.78634,10.174
12,HARRIS,FREAK,11.7895,9.4282
13,HARRIS,FREAK,12.6612,9.57366
14,HARRIS,FREAK,9.21502,8.47058
15,HARRIS,FREAK,11.5814,8.89376
16,HARRIS,FREAK,9.69202,11.1667
17,HARRIS,FREAK,12.2376,8.60737
0,HARRIS,SIFT,12.5859,12.6109
1,HARRIS,SIFT,11.3035,13.1263
2,HARRIS,SIFT,13.8975,16.9064
3,HARRIS,SIFT,19.863,14.1053
4,HARRIS,SIFT,12.2185,13.0717
5,HARRIS,SIFT,12.8518,13.1915
6,HARRIS,SIFT,13.5767,13.7929
7,HARRIS,SIFT,22.8528,14.1999
8,HARRIS,SIFT,10.4939,12.2807
9,HARRIS,SIFT,13.0141,12.1806
10,HARRIS,SIFT,11.2922,11.8889
11,HARRIS,SIFT,12.0356,10.174
12,HARRIS,SIFT,12.2777,9.4282
13,HARRIS,SIFT,11.7514,9.57366
14,HARRIS,SIFT,9.9441,8.47058
15,HARRIS,SIFT,11.9748,8.89376
16,HARRIS,SIFT,10.5,11.1667
17,HARRIS,SIFT,13.2071,8.60737
0,FAST,BRISK,12.366,12.6109
1,FAST,BRISK,11.2615,13.1263
2,FAST,BRISK,11.1134,16.9064
3,FAST,BRISK,12.5452,14.1053
4,FAST,BRISK,14.0011,13.0717
5,FAST,BRISK,12.56,13.1915
6,FAST,BRISK,12.6318,13.7929
7,FAST,BRISK,11.8094,14.1999
8,FAST,BRISK,13.4305,12.2807
9,FAST,BRISK,12.8903,12.1806
10,FAST,BRISK,12.0739,11.8889
11,FAST,BRISK,11.3362,10.174
12,FAST,BRISK,11.5427,9.4282
13,FAST,BRISK,10.798,9.57366
14,FAST,BRISK,10.4146,8.47058
15,FAST,BRISK,10.5144,8.89376
16,FAST,BRISK,9.65067,11.1667
17,FAST,BRISK,11.7604,8.60737
0,FAST,BRIEF,11.3538,12.6109
1,FAST,BRIEF,11.5206,13.1263
2,FAST,BRIEF,13.0824,16.9064
3,FAST,BRIEF,13.0796,14.1053
4,FAST,BRIEF,14.6389,13.0717
5,FAST,BRIEF,13.1767,13.1915
6,FAST,BRIEF,13.8347,13.7929
7,FAST,BRIEF,12.7549,14.1999
8,FAST,BRIEF,12.3774,12.2807
9,FAST,BRIEF,14.0344,12.1806
10,FAST,BRIEF,11.5035,11.8889
11,FAST,BRIEF,11.8168,10.174
12,FAST,BRIEF,12.2084,9.4282
13,FAST,BRIEF,10.1063,9.57366
14,FAST,BRIEF,11.5057,8.47058
15,FAST,BRIEF,10.6763,8.89376
16,FAST,BRIEF,10.5174,11.1667
17,FAST,BRIEF,12.0252,8.60737
0,FAST,ORB,11.2348,12.6109
1,FAST,ORB,10.5085,13.1263
2,FAST,ORB,12.2782,16.9064
3,FAST,ORB,13.0803,14.1053
4,FAST,ORB,14.3911,13.0717
5,FAST,ORB,12.4972,13.1915
6,FAST,ORB,12.4533,13.7929
7,FAST,ORB,11.764,14.1999
8,FAST,ORB,11.8182,12.2807
9,FAST,ORB,12.1797,12.1806
10,FAST,ORB,11.0967,11.8889
11,FAST,ORB,9.81378,10.174
12,FAST,ORB,11.2921,9.4282
13,FAST,ORB,10.301,9.57366
14,FAST,ORB,10.7828,8.47058
15,FAST,ORB,9.31196,8.89376
16,FAST,ORB,9.44427,11.1667
17,FAST,ORB,11.1303,8.60737
0,FAST,FREAK,12.9335,12.6109
1,FAST,FREAK,10.297,13.1263
2,FAST,FREAK,12.7951,16.9064
